"","X","obsid","species","duration","duration_minutes","duration_seconds","attempts","Rinter","Rintra","Iinter","Iintra","Successes","Ind_Rinter","Ind_Rintra","Ind_Iinter","Ind_Iintra","Ind_Successes"
"1",1,"001023Tin","Phleg","4:00:00",4,240,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"2",2,"001023Tina","Phleg","4:00:00",4,240,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"3",3,"001026Izua","M. fort","3:00:00",3,180,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"4",4,"001026Izua","M. fort","3:00:00",3,180,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"5",5,"001026Smaa","Phleg","4:00:00",4,240,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"6",6,"001102Izua","G. sal","3:04:00",3.06666666666667,184,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"7",7,"001102Tita","D. mer","4:00:00",4,240,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"8",8,"001104Riv","M. fort","2:50:00",2.83333333333333,170,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"9",9,"001108Izu","Rheg","3:50:00",3.83333333333333,230,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"10",10,"001108Tita","Rheg","4:00:00",4,240,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"11",11,"001110Cada","D. mer","4:00:00",4,240,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE
"12",12,"001114Lab","Rheg","4:00:00",4,240,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"13",13,"001117Izu","G. sal","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"14",14,"001118Tin","G. sal","4:00:00",4,240,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"15",15,"001124Izu","G. sal","2:50:00",2.83333333333333,170,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"16",16,"001125Lab","Phleg","3:00:00",3,180,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"17",17,"001125Lab","Phleg","3:00:00",3,180,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"18",18,"001125Lab","Phleg","3:00:00",3,180,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"19",19,"001125Lab","Phleg","4:00:00",4,240,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"20",20,"001125Lab","D. mer","3:45:00",3.75,225,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"21",21,"001127Edwa","Rheg","1:20:00",1.33333333333333,80,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"22",22,"001127Edwa","Rheg","4:00:00",4,240,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
"23",23,"001128Edw","G. sal","1:20:00",1.33333333333333,80,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"24",24,"001128Edw","G. sal","3:50:00",3.83333333333333,230,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"25",25,"001128Edw","Phleg","1:50:00",1.83333333333333,110,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"26",26,"001128Edw","G. sal","1:55:00",1.91666666666667,115,3,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"27",27,"001128Edw","Rheg","4:00:00",4,240,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"28",28,"001128Edwa","Rheg","1:00:00",1,60,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"29",29,"001128Lab","M. fort","1:30:00",1.5,90,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"30",30,"001128Lab","M. fort","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"31",31,"001128Lab","G. sal","4:00:00",4,240,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"32",32,"001128Lab","M. fort","2:00:00",2,120,3,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE
"33",33,"001129Lab","G. sal","3:00:00",3,180,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"34",34,"001129Lab","G. sal","4:00:00",4,240,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"35",35,"001129Lab","Rheg","3:20:00",3.33333333333333,200,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"36",36,"001129Lab","G. sal","4:00:00",4,240,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"37",37,"001130Edw","Phleg","4:00:00",4,240,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"38",38,"001130Tit","D. mer","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"39",39,"001201Izu","G. sal","1:20:00",1.33333333333333,80,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"40",40,"001201Izu","G. sal","4:00:00",4,240,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"41",41,"001201Izu","Phleg","3:30:00",3.5,210,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE
"42",42,"001201Izu","G. sal","3:30:00",3.5,210,7,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE
"43",43,"001201Lab","D. mer","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"44",44,"001201Lab","M. fort","1:30:00",1.5,90,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"45",45,"001201Lab","M. fort","2:00:00",2,120,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"46",46,"001201Lab","Rheg","2:05:00",2.08333333333333,125,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"47",47,"001201Tin","Phleg","2:30:00",2.5,150,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"48",48,"001201Tin","Phleg","4:00:00",4,240,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"49",49,"001202Gna","G. sal","1:45:00",1.75,105,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"50",50,"001202Gna","G. sal","2:30:00",2.5,150,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"51",51,"001202Tin","Phleg","3:30:00",3.5,210,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"52",52,"001204Edw","Rheg","1:30:00",1.5,90,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"53",53,"001204Edw","G. sal","1:44:00",1.73333333333333,104,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"54",54,"001204Edw","Rheg","2:00:00",2,120,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"55",55,"001204Edw","Phleg","2:56:00",2.93333333333333,176,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"56",56,"001204Edw","G. sal","1:22:00",1.36666666666667,82,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"57",57,"001204Edw","Rheg","3:00:00",3,180,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"58",58,"001204Edw","Phleg","3:40:00",3.66666666666667,220,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"59",59,"001208Edw","Rheg","3:10:00",3.16666666666667,190,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"60",60,"001208Edw","Rheg","1:00:00",1,60,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"61",61,"001208Edw","G. sal","3:20:00",3.33333333333333,200,6,0,2,0,0,4,FALSE,TRUE,FALSE,FALSE,TRUE
"62",62,"001209Gna","D. mer","3:10:00",3.16666666666667,190,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"63",63,"001209Nod","G. sal","3:00:00",3,180,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"64",64,"001209Nod","G. sal","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"65",65,"001209Nod","Phleg","2:40:00",2.66666666666667,160,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"66",66,"001213Edw","Rheg","3:00:00",3,180,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"67",67,"001215Lab","Rheg","4:00:00",4,240,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"68",68,"001215Stu","M. fort","1:30:00",1.5,90,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"69",69,"001216Lab","Phleg","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"70",70,"001216Lab","Phleg","2:00:00",2,120,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"71",71,"001216Lab","Rheg","4:00:00",4,240,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"72",72,"001216Tin","D. mer","1:20:00",1.33333333333333,80,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"73",73,"001219Gna","G. sal","4:00:00",4,240,0,3,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"74",74,"001219Izu","Rheg","4:00:00",4,240,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"75",75,"001222Edw","Phleg","1:55:00",1.91666666666667,115,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"76",76,"001222Izu","G. sal","1:30:00",1.5,90,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"77",77,"001222Izu","Phleg","3:20:00",3.33333333333333,200,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"78",78,"001223Gna","M. fort","4:00:00",4,240,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"79",79,"001226Izu","D. mer","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"80",80,"001226Izu","G. sal","2:35:00",2.58333333333333,155,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"81",81,"001226Lab","G. sal","4:00:00",4,240,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"82",82,"001226Lab","G. sal","4:00:00",4,240,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"83",83,"001226Tit","Phleg","4:00:00",4,240,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"84",84,"001226Tit","G. sal","1:40:00",1.66666666666667,100,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"85",85,"001228Edw","Phleg","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"86",86,"001228Edw","Phleg","1:30:00",1.5,90,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"87",87,"001228Edw","D. mer","3:00:00",3,180,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"88",88,"001228Edw","Phleg","2:22:00",2.36666666666667,142,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"89",89,"001228Izu","G. sal","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"90",90,"001228Izu","G. sal","2:00:00",2,120,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"91",91,"001228Izu","G. sal","5:00:00",5,300,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"92",92,"001228Tit","D. mer","4:00:00",4,240,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"93",93,"001228Tit","Phleg","2:15:00",2.25,135,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"94",94,"001228Tit","D. mer","4:00:00",4,240,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"95",95,"001230Edw","Phleg","1:20:00",1.33333333333333,80,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"96",96,"001230Edw","Phleg","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"97",97,"001230Edw","Phleg","1:30:00",1.5,90,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,TRUE
"98",98,"001230Edw","Phleg","8:20:00",8.33333333333333,500,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"99",99,"001230Tit","Rheg","1:47:00",1.78333333333333,107,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"100",100,"001230Tit","Rheg","1:15:00",1.25,75,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"101",101,"010102Izu","G. sal","1:15:00",1.25,75,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"102",102,"010102Izu","Rheg","2:00:00",2,120,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"103",103,"010102Izu","M. fort","3:00:00",3,180,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"104",104,"010102Let","G. sal","2:45:00",2.75,165,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"105",105,"010102Let","G. sal","3:40:00",3.66666666666667,220,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"106",106,"010103Edw","Phleg","1:30:00",1.5,90,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"107",107,"010103Edw","Phleg","1:45:00",1.75,105,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"108",108,"010103Edw","M. fort","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"109",109,"010103Edw","Phleg","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"110",110,"010103Edw","Phleg","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"111",111,"010103Edw","Phleg","2:56:00",2.93333333333333,176,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"112",112,"010103Edw","Phleg","6:30:00",6.5,390,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"113",113,"010103Edw","Phleg","2:50:00",2.83333333333333,170,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"114",114,"010103Edw","Phleg","3:22:00",3.36666666666667,202,4,0,0,0,1,4,FALSE,FALSE,FALSE,TRUE,TRUE
"115",115,"010103Izu","G. sal","3:00:00",3,180,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"116",116,"010103Izu","G. sal","4:00:00",4,240,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"117",117,"010103Let","Phleg","1:10:00",1.16666666666667,70,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"118",118,"010103Let","Phleg","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"119",119,"010103Let","G. sal","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"120",120,"010103Let","Phleg","4:00:00",4,240,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"121",121,"010103Let","D. mer","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"122",122,"010104Edw","Phleg","2:20:00",2.33333333333333,140,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"123",123,"010104Edw","Phleg","2:30:00",2.5,150,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"124",124,"010104Edw","Phleg","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"125",125,"010104Edw","Phleg","2:00:00",2,120,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"126",126,"010104Edw","Phleg","3:05:00",3.08333333333333,185,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"127",127,"010104Gna","G. sal","1:20:00",1.33333333333333,80,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"128",128,"010104Izu","M. fort","1:00:00",1,60,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"129",129,"010104Lab","Rheg","1:10:00",1.16666666666667,70,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"130",130,"010104Lab","Rheg","5:00:00",5,300,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"131",131,"010104Lab","Rheg","6:30:00",6.5,390,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"132",132,"010104Lab","Rheg","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"133",133,"010104Nod","D. mer","1:30:00",1.5,90,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"134",134,"010104Nod","D. mer","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"135",135,"010104Tit","D. mer","3:00:00",3,180,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"136",136,"010106Edw","D. mer","1:00:00",1,60,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"137",137,"010106Edw","Phleg","2:15:00",2.25,135,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"138",138,"010106Edw","Phleg","2:15:00",2.25,135,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"139",139,"010106Edw","Rheg","1:45:00",1.75,105,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"140",140,"010106Let","Phleg","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"141",141,"010108Gna","D. mer","1:30:00",1.5,90,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"142",142,"010108Gna","D. mer","4:00:00",4,240,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"143",143,"010108Lab","Rheg","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"144",144,"010108Lab","Rheg","1:00:00",1,60,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"145",145,"010108Lab","Rheg","1:40:00",1.66666666666667,100,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"146",146,"010108Let","D. mer","2:50:00",2.83333333333333,170,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"147",147,"010108Let","Phleg","3:30:00",3.5,210,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"148",148,"010109Edw","D. mer","1:40:00",1.66666666666667,100,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"149",149,"010109Edw","D. mer","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"150",150,"010109Edw","D. mer","1:00:00",1,60,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,FALSE
"151",151,"010109Edw","D. mer","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"152",152,"010109Edw","Phleg","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"153",153,"010109Edw","Phleg","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"154",154,"010109Edw","Phleg","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"155",155,"010109Edw","D. mer","4:00:00",4,240,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"156",156,"010109Edw","D. mer","1:50:00",1.83333333333333,110,2,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,TRUE
"157",157,"010109Edw","Phleg","3:20:00",3.33333333333333,200,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"158",158,"010109Edw","D. mer","1:30:00",1.5,90,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"159",159,"010109Edw","Phleg","3:30:00",3.5,210,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"160",160,"010109Izu","Rheg","1:30:00",1.5,90,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"161",161,"010109Lab","D. mer","1:15:00",1.25,75,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"162",162,"010109Let","Phleg","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"163",163,"010109Let","G. sal","2:10:00",2.16666666666667,130,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"164",164,"010110Edw","Rheg","1:50:00",1.83333333333333,110,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"165",165,"010110Lab","G. sal","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"166",166,"010110Lab","M. fort","3:00:00",3,180,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"167",167,"010111Edw","G. sal","1:15:00",1.25,75,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"168",168,"010111Edw","D. mer","2:30:00",2.5,150,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
"169",169,"010111Edw","Phleg","4:40:00",4.66666666666667,280,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"170",170,"010111Lab","M. fort","3:30:00",3.5,210,5,0,0,1,0,3,FALSE,FALSE,TRUE,FALSE,TRUE
"171",171,"010111Let","D. mer","4:00:00",4,240,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"172",172,"010112Edw","D. mer","1:45:00",1.75,105,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"173",173,"010112Edw","G. sal","2:30:00",2.5,150,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"174",174,"010112Lab","G. sal","2:00:00",2,120,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"175",175,"010112Lab","Rheg","2:30:00",2.5,150,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"176",176,"010112Lab","G. sal","3:00:00",3,180,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"177",177,"010112Lab","G. sal","2:50:00",2.83333333333333,170,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"178",178,"010112Lab","Rheg","4:30:00",4.5,270,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"179",179,"010113Let","D. mer","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"180",180,"010115Izu","Rheg","2:20:00",2.33333333333333,140,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"181",181,"010115Lab","Phleg","3:15:00",3.25,195,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"182",182,"010115Lab","Phleg","3:15:00",3.25,195,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"183",183,"010115Lab","M. fort","4:00:00",4,240,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE
"184",184,"010115Lab","Phleg","4:00:00",4,240,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"185",185,"010115Lab","Phleg","1:30:00",1.5,90,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"186",186,"010115Lab","Phleg","3:15:00",3.25,195,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"187",187,"010115Tit","G. sal","1:15:00",1.25,75,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"188",188,"010115Tit","D. mer","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"189",189,"010115Tit","D. mer","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"190",190,"010115Tit","G. sal","4:00:00",4,240,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"191",191,"010117Lab","Rheg","4:00:00",4,240,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"192",192,"010117Lab","Rheg","4:00:00",4,240,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"193",193,"010117Lab","Rheg","3:50:00",3.83333333333333,230,8,0,0,0,0,7,FALSE,FALSE,FALSE,FALSE,TRUE
"194",194,"010117Stu","Phleg","2:50:00",2.83333333333333,170,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"195",195,"010117Stu","M. fort","3:00:00",3,180,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"196",196,"010117Tit","D. mer","2:00:00",2,120,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"197",197,"010117Tit","G. sal","3:30:00",3.5,210,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"198",198,"010117Tit","Phleg","2:40:00",2.66666666666667,160,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,TRUE
"199",199,"010118Lab","D. mer","2:00:00",2,120,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"200",200,"010118Tit","Phleg","2:10:00",2.16666666666667,130,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"201",201,"010118Tit","D. mer","4:00:00",4,240,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"202",202,"010118Tit","G. sal","1:00:00",1,60,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"203",203,"010118Tit","Phleg","1:41:00",1.68333333333333,101,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"204",204,"010118Tit","Phleg","1:20:00",1.33333333333333,80,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE
"205",205,"010118Tit","D. mer","4:00:00",4,240,7,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,TRUE
"206",206,"010119Lab","D. mer","1:00:00",1,60,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"207",207,"010119Lab","D. mer","1:50:00",1.83333333333333,110,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"208",208,"010119Lab","D. mer","4:00:00",4,240,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
"209",209,"010119Lab","D. mer","2:20:00",2.33333333333333,140,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE
"210",210,"010119Lab","D. mer","2:40:00",2.66666666666667,160,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE
